	genename	num_cds_snp	num_genic_snp	num_nonsyn_snp
3335	CA02g17740	4	4	2
3336	CA09g14890	2	11	2
3337	CA01g33800	17	22	13
3338	CA05g14120	1	1	1
3339	CA05g18460	4	6	3
3340	CA11g07860	0	1	0
3341	CA08g11250	2	2	1
3342	CA10g17140	8	8	3
3343	CA07g20050	9	39	5
3344	CA04g05770	4	31	2
3345	CA05g05750	13	13	7
3346	CA09g10560	13	33	9
3347	CA01g19440	6	28	3
3348	CA05g01040	4	7	3
3349	CA01g08140	1	3	0
3350	CA03g03470	2	2	2
3351	CA03g23000	0	14	0
3352	CA09g12380	1	1	1
3353	CA01g15140	2	2	1
3354	CA01g10390	1	17	0
3355	CA03g02700	1	14	0
3356	CA09g13030	18	60	8
3357	CA05g15650	7	7	5
3358	CA09g03170	3	3	3
3359	CA01g33370	6	6	3
3360	CA01g26490	3	3	1
3361	CA05g15380	2	3	2
3362	CA05g04400	6	6	2
3363	CA08g10610	4	4	3
3364	CA05g00310	2	2	0
3365	CA09g12920	3	12	1
3366	CA06g02300	0	8	0
3367	CA06g01960	6	10	4
3368	CA01g22030	0	1	0
3369	CA05g03750	12	12	7
3370	CA09g16230	1	1	0
3371	CA10g06370	2	8	1
3372	CA01g30770	1	2	1
3373	CA11g03570	0	6	0
3374	CA11g14640	1	1	0
3375	CA09g14560	0	1	0
3376	CA03g10450	1	1	1
3377	CA03g23910	5	6	2
3378	CA12g03450	1	7	0
3379	CA12g02320	1	1	1
3380	CA03g13810	2	4	2
3381	CA03g21510	1	1	1
3382	CA10g08360	4	10	2
3383	CA10g08820	0	1	0
3384	CA08g17340	3	3	3
3385	CA05g19400	0	1	0
3386	CA02g10960	0	1	0
3387	CA10g18780	0	2	0
3388	CA06g21030	1	2	1
3389	CA11g04710	1	1	1
3390	CA01g31420	0	7	0
3391	CA02g20770	3	3	1
3392	CA11g15990	1	28	0
3393	CA01g23810	0	2	0
3394	CA07g08230	0	10	0
3395	CA07g04720	1	1	1
3396	CA08g16760	0	1	0
3397	CA06g12570	5	13	2
3398	CA07g11090	3	3	3
3399	CA03g35840	2	4	1
3400	CA01g02950	0	1	0
3401	CA10g16290	1	1	1
3402	CA07g11540	6	6	3
3403	CA12g00890	1	10	0
3404	CA02g24250	1	1	0
3405	CA01g32810	1	1	1
3406	CA07g03510	3	14	0
3407	CA03g24070	1	1	0
3408	CA07g09610	3	12	2
3409	CA06g20840	0	1	0
3410	CA06g01140	5	5	4
3411	CA02g29560	3	6	1
3412	CA10g05050	5	5	3
3413	CA08g11930	1	3	1
3414	CA11g19190	1	13	1
3415	CA08g14720	1	1	1
3416	CA11g14110	2	5	1
3417	CA01g34880	2	7	1
3418	CA07g02390	3	7	1
3419	CA02g25610	0	1	0
3420	CA03g35330	3	5	3
3421	CA03g31650	1	1	0
3422	CA07g16010	1	2	0
3423	CA11g11690	1	1	1
3424	CA03g21620	4	13	2
3425	CA02g05540	0	1	0
3426	CA07g20470	1	3	0
3427	CA03g09370	2	2	2
3428	CA09g06310	2	2	2
3429	CA02g01430	7	10	5
3430	CA10g04380	1	1	1
3431	CA02g28760	1	1	1
3432	CA11g00820	4	4	3
3433	CA05g05410	6	6	5
3434	CA07g13790	1	1	1
3435	CA10g18340	1	3	1
3436	CA10g05940	1	6	1
3437	CA11g14800	8	8	6
3438	CA06g00790	6	6	4
3439	CA10g04090	7	8	5
3440	CA03g04550	4	8	3
3441	CA03g36680	1	12	0
3442	CA11g16400	1	1	0
3443	CA09g05660	4	25	1
3444	CA06g24650	3	10	2
3445	CA04g13160	1	1	0
3446	CA12g03150	0	1	0
3447	CA02g14450	0	1	0
3448	CA06g15280	1	1	1
3449	CA12g06300	1	1	1
3450	CA07g14300	2	10	2
3451	CA03g36970	1	1	0
3452	CA01g03230	3	6	0
3453	CA04g12410	6	6	5
3454	CA07g15650	1	1	1
3455	CA06g01300	1	19	0
3456	CA08g18980	2	2	1
3457	CA05g19360	0	11	0
3458	CA10g15790	5	5	3
3459	CA08g07170	1	1	1
3460	CA12g14880	3	24	3
3461	CA06g20020	1	10	0
3462	CA06g14880	3	3	3
3463	CA11g02490	4	9	3
3464	CA05g10970	2	43	2
3465	CA03g06950	0	4	0
3466	CA10g03040	2	2	1
3467	CA10g02390	2	3	1
3468	CA01g13720	2	2	2
3469	CA03g07390	1	13	0
3470	CA12g14770	5	5	4
3471	CA05g06980	2	2	2
3472	CA04g18070	2	2	1
3473	CA03g15760	0	1	0
3474	CA09g04200	7	8	5
3475	CA04g00240	4	13	2
3476	CA09g18720	2	8	1
3477	CA01g02540	0	1	0
3478	CA05g11590	5	5	3
3479	CA03g34850	0	3	0
3480	CA03g30530	2	2	2
3481	CA04g06950	4	4	4
3482	CA09g03960	3	3	1
3483	CA11g03710	4	4	3
3484	CA12g21600	2	27	2
3485	CA05g17750	1	1	0
3486	CA08g19210	0	2	0
3487	CA12g21530	1	3	1
3488	CA10g08720	1	1	1
3489	CA10g02020	2	17	1
3490	CA10g19680	3	13	1
3491	CA06g03810	1	1	0
3492	CA06g01020	1	1	1
3493	CA09g17520	4	4	4
3494	CA11g16640	4	7	3
3495	CA10g18080	6	6	4
3496	CA06g16240	4	13	1
3497	CA03g26760	1	2	1
3498	CA07g01440	2	2	1
3499	CA03g16440	9	19	8
3500	CA04g05360	0	10	0
3501	CA08g09460	7	22	3
3502	CA10g13480	5	15	1
3503	CA10g16050	1	1	0
3504	CA02g29000	0	2	0
3505	CA09g11460	3	7	3
3506	CA03g05090	1	2	1
3507	CA06g09440	1	1	0
3508	CA06g25840	0	11	0
3509	CA06g18940	15	29	12
3510	CA11g20120	0	11	0
3511	CA08g07940	3	3	1
3512	CA12g19020	4	4	4
3513	CA06g14070	1	1	1
3514	CA01g10400	2	3	2
3515	CA08g00620	0	1	0
3516	CA12g17510	0	4	0
3517	CA01g29700	3	4	1
3518	CA01g16120	0	3	0
3519	CA01g26820	0	14	0
3520	CA06g11730	0	2	0
3521	CA10g20760	5	5	2
3522	CA01g12800	3	25	2
3523	CA06g13390	1	1	1
3524	CA06g11700	0	1	0
3525	CA06g12040	2	2	2
3526	CA06g02790	3	3	3
3527	CA07g18320	1	7	0
3528	CA07g17510	3	7	1
3529	CA06g17670	2	3	2
3530	CA03g27090	2	12	2
3531	CA11g15200	2	2	1
3532	CA02g31320	0	1	0
3533	CA08g06700	1	1	1
3534	CA09g15100	0	9	0
3535	CA03g20480	0	18	0
3536	CA10g22100	8	8	6
3537	CA06g08890	0	2	0
3538	CA12g01300	0	4	0
3539	CA04g03970	5	40	4
3540	CA03g20150	1	10	1
3541	CA07g19050	0	2	0
3542	CA05g07760	5	7	4
3543	CA03g14150	2	2	2
3544	CA03g25500	4	4	3
3545	CA04g01520	1	5	0
3546	CA04g12350	1	1	1
3547	CA03g24670	3	6	0
3548	CA05g00930	3	15	2
3549	CA01g22610	0	6	0
3550	CA09g16450	3	3	1
3551	CA01g20280	0	1	0
3552	CA01g27060	1	1	1
3553	CA04g20030	2	2	2
3554	CA08g12930	3	3	1
3555	CA05g02270	10	10	9
3556	CA04g08940	1	1	0
3557	CA06g13800	2	6	1
3558	CA04g04610	18	18	14
3559	CA06g05320	3	22	1
3560	CA11g11450	1	12	0
3561	CA04g00720	3	8	2
3562	CA06g11090	3	3	2
3563	CA01g28560	0	2	0
3564	CA09g10350	2	3	2
3565	CA11g17110	5	5	1
3566	CA06g09850	4	12	2
3567	CA06g02800	0	2	0
3568	CA11g04860	1	1	1
3569	CA09g08840	1	1	1
3570	CA02g24980	4	4	3
3571	CA07g04870	5	36	4
3572	CA04g16790	0	2	0
3573	CA07g12820	3	3	3
3574	CA07g18590	0	7	0
3575	CA10g16610	12	25	8
3576	CA05g03650	3	4	3
3577	CA05g18160	0	2	0
3578	CA11g00590	13	15	10
3579	CA10g07700	1	1	1
3580	CA11g16240	2	2	0
3581	CA12g20720	1	11	0
3582	CA09g13170	1	1	1
3583	CA03g18010	1	1	1
3584	CA10g00080	2	2	2
3585	CA05g08350	0	11	0
3586	CA10g01690	6	6	3
3587	CA11g12890	4	5	4
3588	CA12g06670	1	3	1
3589	CA01g30630	3	3	1
3590	CA01g34740	4	4	2
3591	CA08g10420	0	2	0
3592	CA11g04030	3	3	3
3593	CA03g32170	1	1	0
3594	CA11g02420	5	6	3
3595	CA06g20550	0	2	0
3596	CA11g12230	3	11	1
3597	CA02g22850	4	8	2
3598	CA11g19220	0	1	0
3599	CA01g34290	1	26	0
3600	CA10g12530	1	4	1
3601	CA08g13210	2	2	1
3602	CA04g03560	5	6	3
3603	CA01g31580	7	7	6
3604	CA07g10530	2	4	2
3605	CA11g04690	5	5	3
3606	CA08g03700	1	1	1
3607	CA07g03490	1	1	1
3608	CA09g10320	0	1	0
3609	CA05g13460	5	12	2
3610	CA11g04960	1	1	1
3611	CA11g18570	1	11	1
3612	CA07g03720	11	11	8
3613	CA07g04110	1	1	1
3614	CA09g10020	4	4	2
3615	CA02g23890	1	7	0
3616	CA03g30800	0	3	0
3617	CA02g07240	0	22	0
3618	CA08g15680	1	1	1
3619	CA12g00910	5	5	3
3620	CA03g02830	0	2	0
3621	CA02g04530	0	3	0
3622	CA11g14300	3	7	3
3623	CA04g17240	4	20	3
3624	CA02g00620	1	1	1
3625	CA11g02240	1	1	1
3626	CA02g12390	4	4	1
3627	CA04g14570	1	2	0
3628	CA02g00190	2	8	1
3629	CA08g04160	1	4	1
3630	CA07g02450	3	3	3
3631	CA07g09400	1	1	1
3632	CA12g10980	1	1	1
3633	CA12g05410	0	2	0
3634	CA01g29540	8	63	3
3635	CA05g15920	0	1	0
3636	CA10g20560	15	15	14
3637	CA10g04110	0	2	0
3638	CA08g09700	3	15	2
3639	CA03g33750	3	17	2
3640	CA10g10600	0	2	0
3641	CA04g16590	4	17	2
3642	CA01g01610	2	2	2
3643	CA04g19910	5	5	2
3644	CA12g17060	0	1	0
3645	CA03g01660	1	1	1
3646	CA03g01710	5	5	5
3647	CA01g07610	0	16	0
3648	CA04g16620	0	2	0
3649	CA10g14090	0	1	0
3650	CA09g06500	1	1	1
3651	CA12g13980	0	23	0
3652	CA07g14400	0	1	0
3653	CA07g15750	0	2	0
3654	CA07g10980	2	5	1
3655	CA01g24110	12	43	4
3656	CA08g06140	0	1	0
3657	CA02g23300	6	21	2
3658	CA02g19620	0	5	0
3659	CA02g28530	5	8	5
3660	CA03g04290	4	15	3
3661	CA03g07920	1	69	0
3662	CA06g27970	0	3	0
3663	CA10g14630	0	1	0
3664	CA05g01800	2	36	1
3665	CA01g24760	0	2	0
3666	CA04g19260	2	2	2
3667	CA10g15320	7	7	4
3668	CA02g06920	4	11	3
3669	CA09g00210	3	18	1
3670	CA10g03230	0	3	0
3671	CA01g12680	10	10	8
3672	CA04g05500	0	1	0
3673	CA12g06530	2	2	2
3674	CA02g10700	5	8	3
3675	CA02g16620	1	1	1
3676	CA01g02730	3	25	2
3677	CA06g25220	2	16	1
3678	CA06g20610	2	5	1
3679	CA05g16360	2	2	0
3680	CA02g18280	0	2	0
3681	CA10g12670	0	2	0
3682	CA01g28760	3	7	3
3683	CA01g26600	0	2	0
3684	CA01g22510	3	3	3
3685	CA11g06700	0	2	0
3686	CA04g06850	2	28	1
3687	CA12g15030	9	23	6
3688	CA09g08200	0	3	0
3689	CA03g17680	0	2	0
3690	CA04g04750	0	2	0
3691	CA09g16040	6	6	3
3692	CA03g02190	4	22	1
3693	CA12g17890	5	12	2
3694	CA12g22800	7	30	2
3695	CA08g08270	2	2	0
3696	CA02g26210	2	10	0
3697	CA03g27600	2	5	1
3698	CA01g09500	0	2	0
3699	CA10g19760	4	4	2
3700	CA07g00360	8	68	3
3701	CA03g14880	0	1	0
3702	CA01g14020	1	1	1
3703	CA08g06930	1	9	0
3704	CA03g18280	0	6	0
3705	CA11g13300	1	1	1
3706	CA02g04270	1	1	0
3707	CA04g07810	4	13	3
3708	CA09g03780	2	4	0
3709	CA09g11770	1	1	1
3710	CA01g25980	1	1	0
3711	CA12g18540	1	1	0
3712	CA06g15510	0	2	0
3713	CA06g10740	3	3	3
3714	CA11g01950	1	1	0
3715	CA09g10830	0	3	0
3716	CA12g16070	11	11	10
3717	CA01g15640	1	1	1
3718	CA04g02360	1	1	1
3719	CA01g08670	4	5	4
3720	CA07g01180	6	44	3
3721	CA01g20070	1	10	0
3722	CA03g15860	1	1	1
3723	CA10g11690	1	4	0
3724	CA10g12310	2	4	1
3725	CA12g17300	5	25	5
3726	CA04g02940	1	12	1
3727	CA06g07220	0	2	0
3728	CA06g02610	1	1	0
3729	CA03g21120	2	3	0
3730	CA01g17640	5	8	3
3731	CA04g03010	13	14	8
3732	CA04g06060	8	8	6
3733	CA10g11340	6	8	4
3734	CA03g00900	3	7	0
3735	CA03g20830	1	1	0
3736	CA11g02030	7	10	5
3737	CA01g24970	0	1	0
3738	CA01g23440	9	16	9
3739	CA05g08800	4	4	2
3740	CA03g25710	7	10	0
3741	CA07g16260	0	4	0
3742	CA07g03120	2	2	1
3743	CA11g08320	1	7	0
3744	CA03g28760	1	1	0
3745	CA05g06400	4	4	2
3746	CA06g04750	1	1	1
3747	CA03g14050	1	1	0
3748	CA01g28240	3	3	1
3749	CA11g11790	6	6	4
3750	CA04g09110	4	4	4
3751	CA06g03250	2	2	2
3752	CA03g35140	3	84	1
3753	CA01g19970	2	2	1
3754	CA01g09180	2	8	2
3755	CA06g00500	0	2	0
3756	CA07g02290	4	4	4
3757	CA05g00760	6	10	5
3758	CA03g23710	4	4	1
3759	CA02g22270	2	4	1
3760	CA01g26160	1	1	1
3761	CA11g05950	6	6	4
3762	CA12g00640	1	1	0
3763	CA05g09760	0	3	0
3764	CA06g01670	0	1	0
3765	CA09g04650	5	8	4
3766	CA09g08100	0	1	0
3767	CA12g03340	3	5	2
3768	CA05g05840	1	2	1
3769	CA08g11630	4	6	4
3770	CA07g13340	1	22	1
3771	CA05g01170	3	3	2
3772	CA05g15490	1	1	0
3773	CA08g17670	0	2	0
3774	CA05g19130	9	9	8
3775	CA10g15120	1	1	0
3776	CA11g12910	2	19	0
3777	CA02g07890	13	20	12
3778	CA12g06730	1	1	1
3779	CA05g11490	1	1	1
3780	CA02g09940	0	1	0
3781	CA10g15690	0	30	0
3782	CA12g02430	1	1	1
3783	CA04g17850	2	2	1
3784	CA12g04770	1	1	1
3785	CA05g16560	1	11	1
3786	CA12g06880	4	4	3
3787	CA05g19790	4	11	1
3788	CA01g30860	6	6	4
3789	CA10g12470	3	3	2
3790	CA01g34150	5	5	1
3791	CA02g10270	2	2	0
3792	CA06g21500	0	1	0
3793	CA03g34370	1	4	0
3794	CA07g11250	1	1	1
3795	CA12g14300	1	1	1
3796	CA12g08490	2	8	2
3797	CA08g16070	2	10	1
3798	CA03g09880	3	4	2
3799	CA08g18330	2	10	0
3800	CA08g12750	2	3	2
3801	CA11g20420	0	3	0
3802	CA10g05740	1	1	1
3803	CA02g10850	2	2	2
3804	CA11g20390	7	14	4
3805	CA03g35420	3	15	0
3806	CA09g06090	5	8	2
3807	CA06g14620	3	45	2
3808	CA10g16570	1	5	1
3809	CA09g00800	1	7	0
3810	CA08g03570	0	1	0
3811	CA08g16690	3	14	1
3812	CA10g09620	6	15	3
3813	CA05g13230	4	4	4
3814	CA02g23910	3	27	1
3815	CA05g14950	0	1	0
3816	CA03g02970	0	1	0
3817	CA06g23810	1	1	0
3818	CA02g21200	2	2	0
3819	CA10g04830	0	1	0
3820	CA11g16800	2	2	2
3821	CA06g26360	0	3	0
3822	CA08g14340	3	9	1
3823	CA08g08660	1	1	0
3824	CA11g14530	2	23	1
3825	CA08g19520	4	5	2
3826	CA02g00010	5	10	3
3827	CA10g17220	1	1	1
3828	CA02g27380	0	5	0
3829	CA03g36190	1	3	0
3830	CA02g09530	1	1	0
3831	CA01g24830	1	1	1
3832	CA03g36440	2	3	1
3833	CA06g26940	1	2	1
3834	CA08g05620	1	1	1
3835	CA02g16980	3	13	2
3836	CA10g17720	2	18	2
3837	CA10g11100	1	16	1
3838	CA04g06260	0	1	0
3839	CA10g07870	0	1	0
3840	CA09g00390	0	4	0
3841	CA10g20060	2	2	1
3842	CA07g17940	0	2	0
3843	CA02g28470	3	8	2
3844	CA09g02620	0	2	0
3845	CA02g14160	1	20	0
3846	CA01g03380	0	2	0
3847	CA04g00950	6	8	5
3848	CA09g18210	1	15	1
3849	CA01g24300	0	15	0
3850	CA04g11470	1	4	1
3851	CA12g16220	1	1	0
3852	CA03g04460	9	9	8
3853	CA08g07660	1	10	0
3854	CA02g11660	1	9	0
3855	CA04g12870	5	5	3
3856	CA01g32130	3	3	3
3857	CA09g17930	0	2	0
3858	CA10g11810	1	3	0
3859	CA01g12520	1	2	0
3860	CA12g20660	0	2	0
3861	CA06g15330	2	4	2
3862	CA06g16970	1	3	1
3863	CA09g03270	2	9	0
3864	CA03g15650	1	1	0
3865	CA08g19570	2	2	2
3866	CA04g00370	2	2	0
3867	CA09g15270	3	5	3
3868	CA02g00830	4	6	4
3869	CA02g14830	1	1	1
3870	CA08g07080	2	34	1
3871	CA03g03160	3	26	0
3872	CA01g33660	1	1	0
3873	CA01g05710	4	19	2
3874	CA12g04440	4	4	2
3875	CA05g06950	9	25	4
3876	CA09g08190	5	19	2
3877	CA08g10120	2	11	2
3878	CA12g21220	1	17	0
3879	CA11g18590	1	1	1
3880	CA08g09950	2	6	1
3881	CA01g22300	1	6	0
3882	CA03g17720	1	3	0
3883	CA12g17910	2	2	1
3884	CA09g14650	17	17	12
3885	CA06g10460	1	1	0
3886	CA03g05780	0	1	0
3887	CA06g02380	0	4	0
3888	CA01g04440	1	2	0
3889	CA01g18160	6	14	4
3890	CA03g02780	5	5	3
3891	CA03g05250	3	14	3
3892	CA08g17470	4	4	2
3893	CA01g20810	2	2	2
3894	CA07g01680	12	34	0
3895	CA11g13510	2	2	2
3896	CA06g03470	8	8	8
3897	CA03g13720	3	8	2
3898	CA09g17100	9	9	6
3899	CA01g19690	0	1	0
3900	CA04g05290	0	2	0
3901	CA09g02910	1	4	1
3902	CA09g05260	1	3	1
3903	CA06g12280	4	4	3
3904	CA01g23890	3	10	1
3905	CA03g22640	2	4	2
3906	CA03g13890	5	5	4
3907	CA01g19340	6	7	3
3908	CA01g11190	0	2	0
3909	CA07g11010	0	3	0
3910	CA05g07250	1	1	1
3911	CA11g06390	1	1	0
3912	CA06g07380	2	2	1
3913	CA07g00640	0	3	0
3914	CA02g30520	0	12	0
3915	CA11g01350	6	29	2
3916	CA01g32890	1	1	1
3917	CA10g18120	6	9	4
3918	CA08g13570	1	1	0
3919	CA08g12220	0	2	0
3920	CA06g04120	2	2	1
3921	CA07g16540	0	1	0
3922	CA01g18900	1	2	1
3923	CA03g25690	4	4	4
3924	CA11g19110	2	2	2
3925	CA03g24340	2	21	2
3926	CA03g23690	8	34	2
3927	CA02g11380	4	4	4
3928	CA01g32270	1	1	0
3929	CA12g20810	1	1	0
3930	CA02g25560	1	1	0
3931	CA07g02640	2	2	1
3932	CA09g11070	4	10	3
3933	CA02g27310	5	12	4
3934	CA07g08920	1	1	1
3935	CA08g14100	3	9	2
3936	CA06g23380	1	1	1
3937	CA02g21990	4	4	2
3938	CA11g14730	10	11	7
3939	CA10g01190	2	18	1
3940	CA12g07890	6	6	3
3941	CA11g02630	5	5	4
3942	CA05g03960	1	4	1
3943	CA02g25690	4	14	2
3944	CA10g00820	1	1	1
3945	CA11g10430	1	1	1
3946	CA03g33960	0	1	0
3947	CA12g11970	0	2	0
3948	CA03g18820	7	10	5
3949	CA11g16770	3	3	3
3950	CA12g07760	2	2	1
3951	CA06g00710	6	13	4
3952	CA09g10640	0	30	0
3953	CA03g23520	1	1	0
3954	CA03g27860	6	12	4
3955	CA07g12730	4	37	1
3956	CA11g15790	4	10	3
3957	CA08g00850	1	1	1
3958	CA02g23590	0	2	0
3959	CA01g30120	0	1	0
3960	CA02g27870	1	2	0
3961	CA02g29850	8	21	5
3962	CA05g04720	8	9	8
3963	CA10g00310	1	1	0
3964	CA02g08930	1	1	1
3965	CA08g18900	2	10	0
3966	CA03g36600	4	4	2
3967	CA09g00620	6	63	1
3968	CA11g19930	16	16	14
3969	CA10g12840	8	8	7
3970	CA07g00170	3	3	3
3971	CA09g04530	2	2	2
3972	CA08g02460	0	49	0
3973	CA07g19560	3	7	3
3974	CA07g03890	0	1	0
3975	CA02g17100	5	5	4
3976	CA09g09060	1	2	0
3977	CA12g02600	0	11	0
3978	CA11g19070	0	2	0
3979	CA06g23600	10	10	5
3980	CA10g15710	0	3	0
3981	CA12g14800	1	1	1
3982	CA05g17200	1	2	1
3983	CA06g12550	5	5	4
3984	CA12g22420	5	5	5
3985	CA03g06330	1	1	1
3986	CA11g04450	4	7	3
3987	CA02g28060	2	3	0
3988	CA09g07390	1	1	1
3989	CA09g02380	0	1	0
3990	CA12g06960	12	14	10
3991	CA08g14950	4	11	3
3992	CA10g02310	2	2	1
3993	CA03g31950	2	28	2
3994	CA01g14270	4	16	3
3995	CA06g08460	0	1	0
3996	CA08g13630	6	24	4
3997	CA02g00580	0	1	0
3998	CA12g18000	1	19	1
3999	CA11g03790	1	4	1
4000	CA09g04130	0	30	0
4001	CA06g15030	6	6	3
4002	CA03g08320	0	7	0
4003	CA02g08800	2	8	0
4004	CA09g02830	1	31	1
4005	CA02g22960	4	29	3
4006	CA06g27630	3	10	2
4007	CA02g13170	1	1	1
4008	CA07g14800	4	7	4
4009	CA02g01980	0	2	0
4010	CA11g20210	3	3	1
4011	CA06g25770	2	10	2
4012	CA10g13400	0	1	0
4013	CA10g16430	2	10	1
4014	CA02g29080	2	2	1
4015	CA09g06110	2	2	1
4016	CA06g01790	4	4	2
4017	CA10g21900	1	2	0
4018	CA10g01830	8	9	3
4019	CA03g02540	1	1	1
4020	CA03g05010	1	1	0
4021	CA02g12220	10	11	9
4022	CA01g01100	1	2	1
4023	CA06g13060	0	2	0
4024	CA12g11690	0	2	0
4025	CA01g03970	1	2	1
4026	CA02g08050	0	33	0
4027	CA07g12070	2	2	2
4028	CA07g18010	1	2	1
4029	CA10g19060	3	4	3
4030	CA07g15860	2	2	1
4031	CA07g17590	10	10	6
4032	CA08g06470	0	19	0
4033	CA11g02090	1	1	1
4034	CA02g04910	1	1	0
4035	CA08g08490	0	4	0
4036	CA02g18540	1	1	1
4037	CA04g05900	1	1	1
4038	CA02g00200	1	8	1
4039	CA03g01220	2	2	2
4040	CA12g13870	4	16	3
4041	CA03g00570	1	1	1
4042	CA09g15180	1	1	0
4043	CA03g04050	12	15	10
4044	CA05g07090	0	1	0
4045	CA08g05780	2	2	1
4046	CA01g05900	1	1	0
4047	CA06g27190	1	1	1
4048	CA07g14020	1	1	1
4049	CA08g07780	0	2	0
4050	CA06g16540	1	3	1
4051	CA09g16980	1	1	0
4052	CA03g05900	1	1	1
4053	CA12g21870	2	6	2
4054	CA10g14120	2	3	1
4055	CA11g08980	4	4	4
4056	CA01g22690	0	1	0
4057	CA08g07430	1	2	0
4058	CA04g18620	2	5	1
4059	CA03g07500	0	1	0
4060	CA07g21200	1	5	0
4061	CA11g07660	1	1	1
4062	CA01g12190	0	1	0
4063	CA03g03080	1	1	0
4064	CA12g00030	0	11	0
4065	CA01g18290	3	3	3
4066	CA01g09130	1	1	1
4067	CA02g17660	2	4	0
4068	CA06g11010	2	21	1
4069	CA05g14000	1	1	0
4070	CA02g24900	2	2	1
4071	CA03g29910	3	3	0
4072	CA01g16990	0	2	0
4073	CA03g28060	15	20	8
4074	CA07g20150	2	28	1
4075	CA07g18820	1	1	1
4076	CA01g26330	9	15	8
4077	CA08g11440	0	1	0
4078	CA05g01720	12	12	6
4079	CA12g07560	2	2	0
4080	CA06g08100	1	1	1
4081	CA04g09670	1	1	1
4082	CA04g05120	1	2	1
4083	CA09g08700	4	5	4
4084	CA09g15400	3	3	2
4085	CA06g02880	5	8	5
4086	CA04g10570	0	1	0
4087	CA03g03330	2	2	1
4088	CA05g13690	0	4	0
4089	CA01g10290	1	1	1
4090	CA06g11900	2	3	2
4091	CA03g02060	1	1	0
4092	CA05g15750	1	1	0
4093	CA01g33030	1	4	0
4094	CA06g10050	2	6	1
4095	CA12g18330	0	62	0
4096	CA04g21340	0	1	0
4097	CA05g18250	1	2	0
4098	CA11g01970	4	4	2
4099	CA04g02690	1	16	1
4100	CA05g00450	2	9	1
4101	CA06g02260	2	2	2
4102	CA09g12840	0	2	0
4103	CA05g08600	1	1	1
4104	CA09g16170	2	2	1
4105	CA03g18590	3	17	0
4106	CA03g19640	1	6	0
4107	CA11g08070	4	4	4
4108	CA09g14440	0	8	0
4109	CA11g03230	7	10	5
4110	CA03g23810	2	2	0
4111	CA12g03710	0	2	0
4112	CA04g01920	1	8	1
4113	CA03g13910	1	1	0
4114	CA01g11650	1	1	0
4115	CA11g06350	3	16	2
4116	CA02g26670	0	5	0
4117	CA10g01740	1	14	1
4118	CA01g31500	2	10	0
4119	CA03g32200	1	1	0
4120	CA11g02530	1	13	1
4121	CA11g00760	1	1	0
4122	CA01g15950	0	5	0
4123	CA11g13720	2	2	1
4124	CA01g19060	3	3	2
4125	CA08g16400	1	1	1
4126	CA10g17530	1	4	1
4127	CA08g13430	1	1	0
4128	CA06g00130	5	6	2
4129	CA02g07130	4	5	2
4130	CA11g15760	8	8	5
4131	CA01g17550	1	1	1
4132	CA08g12520	6	13	2
4133	CA12g04050	8	25	3
4134	CA12g09780	0	1	0
4135	CA04g15330	0	1	0
4136	CA05g02030	2	2	2
4137	CA07g03410	1	1	1
4138	CA03g24130	4	5	4
4139	CA05g10060	1	2	1
4140	CA08g15170	0	9	0
4141	CA07g04190	1	1	1
4142	CA03g32950	1	1	0
4143	CA06g03490	0	12	0
4144	CA01g33950	1	1	1
4145	CA01g01340	3	3	2
4146	CA03g31750	0	1	0
4147	CA03g35070	2	2	1
4148	CA12g00370	7	19	5
4149	CA07g16350	1	1	1
4150	CA04g14060	2	4	1
4151	CA11g14380	0	6	0
4152	CA02g08210	0	1	0
4153	CA04g13590	1	1	0
4154	CA04g16510	5	19	3
4155	CA01g01690	2	17	1
4156	CA12g05820	1	1	1
4157	CA12g05540	5	8	3
4158	CA09g02530	1	16	0
4159	CA02g25710	3	14	2
4160	CA07g17750	2	8	0
4161	CA04g21620	0	5	0
4162	CA02g28600	0	1	0
4163	CA05g11080	2	2	1
4164	CA05g17870	1	37	1
4165	CA07g13450	1	19	0
4166	CA03g32220	1	1	0
4167	CA03g01020	5	5	3
4168	CA10g04190	1	1	1
4169	CA02g23380	0	2	0
4170	CA03g00770	1	1	0
4171	CA12g04630	1	1	0
4172	CA02g02350	15	33	10
4173	CA03g04210	1	1	0
4174	CA03g08540	3	9	1
4175	CA11g16520	2	16	1
4176	CA02g22380	1	8	1
4177	CA03g01790	0	14	0
4178	CA04g13040	0	2	0
4179	CA12g06020	2	2	2
4180	CA02g11780	1	1	1
4181	CA07g14220	2	2	2
4182	CA09g05050	1	1	1
4183	CA10g04730	6	9	1
4184	CA05g16050	5	8	4
4185	CA05g19080	11	11	6
4186	CA06g25110	1	4	0
4187	CA03g07740	1	3	0
4188	CA11g19870	7	8	5
4189	CA02g10780	2	5	2
4190	CA01g07030	2	22	2
4191	CA10g15500	2	2	0
4192	CA05g19550	1	4	0
4193	CA09g10790	2	2	1
4194	CA04g00520	1	1	0
4195	CA03g09790	5	5	5
4196	CA09g07740	8	12	5
4197	CA09g03840	6	31	3
4198	CA09g04090	5	5	3
4199	CA02g28380	2	2	1
4200	CA04g11350	3	198	1
4201	CA05g11700	14	22	11
4202	CA06g23410	3	10	3
4203	CA06g08340	3	4	1
4204	CA08g16360	3	3	2
4205	CA10g03850	3	30	3
4206	CA03g06160	4	5	4
4207	CA03g03530	0	1	0
